Job Title,Location,Industry,Sector,salary_average
senior data scientist,"Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,184000
senior data scientist,"Akron, OH",Consumer Products Manufacturing,Manufacturing,184000
senior data scientist,"South Plainfield, NJ",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,184000
senior data scientist,"Simi Valley, CA",Aerospace & Defence,Aerospace & Defence,184000
senior data scientist,"Palo Alto, CA",Computer Hardware & Software,Information Technology,184000
senior data scientist,"Ann Arbor, MI",Computer Hardware & Software,Information Technology,184000
senior data scientist,"Richland, WA",Energy,"Oil, Gas, Energy & Utilities",184000
senior data scientist,"Seattle, WA",Insurance Operators,Insurance,111000
senior data scientist,"Pomona, CA",Utilities,"Oil, Gas, Energy & Utilities",111000
senior data scientist,"Santa Monica, CA",Internet,Information Technology,111000
senior data scientist,"San Diego, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,75500
senior data scientist,"Herndon, VA",Enterprise Software & Network Solutions,Information Technology,75500
senior data scientist,"Austin, TX",Enterprise Software & Network Solutions,Information Technology,75500
senior data scientist,"Fairfax, VA",Aerospace & Defence,Aerospace & Defence,75500
senior data scientist,"San Francisco, CA",Express Delivery Services,Transportation & Logistics,130000
senior data scientist,"Boston, MA",Computer Hardware & Software,Information Technology,130000
senior data scientist,"Fairfax, VA",Aerospace & Defence,Aerospace & Defence,130000
senior data scientist,"San Diego, CA",Computer Hardware & Software,Information Technology,130000
senior data scientist,"Denver, CO",Enterprise Software & Network Solutions,Information Technology,56500
senior data scientist,"Cambridge, MA",Research & Development,Business Services,56500
senior data scientist,"Denver, CO",Computer Hardware & Software,Information Technology,56500
senior data scientist,"San Francisco, CA",Computer Hardware & Software,Information Technology,56500
senior data scientist,"Gaithersburg, MD",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,56500
senior data scientist,"Baltimore, MD",Advertising & Marketing,Business Services,56500
senior data scientist,"Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,56500
senior data scientist,"Cambridge, MA",Banks & Building Societies,Finance,56500
senior data scientist,"Saint Louis, MO",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,69500
senior data scientist,"Austin, TX",Video Games,Media,69500
senior data scientist,"San Francisco, CA",Healthcare Services & Hospitals,Healthcare,69500
senior data scientist,"Richmond, VA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,69500
senior data scientist,"Durham, NC",Computer Hardware & Software,Information Technology,127500
senior data scientist,"Chicago, IL",Financial Analytics & Research,Finance,127500
senior data scientist,"Birmingham, AL",Consumer Product Hire,Consumer Services,127500
senior data scientist,"Santa Clara, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,127500
senior data scientist,"Santa Clara, CA",Staffing & Outsourcing,Business Services,94500
senior data scientist,"Gaithersburg, MD",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,94500
senior data scientist,"Atlanta, GA",IT Services,Information Technology,94500
senior data scientist,"Broomfield, CO","Cable, Internet & Telephone Providers",Telecommunications,96500
senior data scientist,"Rocklin, CA",Banks & Building Societies,Finance,96500
senior data scientist,"Watertown, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,68500
senior data scientist,"Boston, MA",Insurance Operators,Insurance,145500
senior data scientist,"Malvern, PA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,145500
senior data scientist,"Bedford, MA",Government Agencies,Government,145500
senior data scientist,"Beavercreek, OH",Government Agencies,Government,0
senior data scientist,"Ithaca, NY",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0
senior data scientist,"Richmond, VA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,100500
senior data scientist,"Philadelphia, PA",Healthcare Services & Hospitals,Healthcare,97000
senior data scientist,"San Francisco, CA",Internet,Information Technology,119000
senior data scientist,"San Francisco, CA",Internet,Information Technology,119000
senior data scientist,"Saint Louis, MO",Staffing & Outsourcing,Business Services,119000
senior data scientist,"San Francisco, CA",Computer Hardware & Software,Information Technology,119000
senior data scientist,"New York, NY",Insurance Operators,Insurance,91000
senior data scientist,"Broomfield, CO","Cable, Internet & Telephone Providers",Telecommunications,110500
senior data scientist,"Twin Falls, ID",Food & Drink Manufacturing,Manufacturing,130500
senior data scientist,"San Francisco, CA",Internet,Information Technology,130500
senior data scientist,"San Francisco, CA",Healthcare Services & Hospitals,Healthcare,130500
senior data scientist,"Arlington, VA",Consulting,Business Services,130500
senior data scientist,"Bothell, WA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,89500
senior data scientist,"New York, NY",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,89500
senior data scientist,"Providence, RI",Insurance Operators,Insurance,92000
senior data scientist,"Fort Belvoir, VA",Enterprise Software & Network Solutions,Information Technology,91500
senior data scientist,"Seattle, WA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,109000
senior data scientist,Remote,Lending,Finance,80000
senior data scientist,"Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,80000
senior data scientist,"McLean, VA",Government Agencies,Government,80000
